dataset,gsm,sample_title,source_name,tissue,disease_state,patient_id,age,sex,disc,degeneration_grade,sra,data_processing,supplementary_format,raw_characteristics
GSE167931,GSM5115822,NP-C-3,human intervetebral disc,,,,,,,,https://www.ncbi.nlm.nih.gov/sra?term=SRX10194024,"Illumina Casava1.7 software used for basecalling. | Sequenced reads were qualified using FastQC and masked for low-complexity or low-quality sequence, then mapped to Homo_sapiens.GRCh38.94 whole genome | Reads Per Kilobase of exon per Megabase of library size (RPKM) were calculated using a protocol from Feng, Jianxing et al.  Bioinformatics (Oxford, England) vol. 28,21 (2012): 2782-8. In short, exons from all isoforms of a gene were merged to create one meta-transcript. The number of reads falling in the exons of this meta-transcript were counted and normalized by the size of the meta-transcript and by the size of the library. | Genome_build: Homo_sapiens.GRCh38.94 | Supplementary_files_format_and_content: FPKM of all sample sequencing data",,cell type: nucleus pulposus cells | Stage: normal
GSE167931,GSM5115823,NP-C-4,human intervetebral disc,,,,,,,,https://www.ncbi.nlm.nih.gov/sra?term=SRX10194025,"Illumina Casava1.7 software used for basecalling. | Sequenced reads were qualified using FastQC and masked for low-complexity or low-quality sequence, then mapped to Homo_sapiens.GRCh38.94 whole genome | Reads Per Kilobase of exon per Megabase of library size (RPKM) were calculated using a protocol from Feng, Jianxing et al.  Bioinformatics (Oxford, England) vol. 28,21 (2012): 2782-8. In short, exons from all isoforms of a gene were merged to create one meta-transcript. The number of reads falling in the exons of this meta-transcript were counted and normalized by the size of the meta-transcript and by the size of the library. | Genome_build: Homo_sapiens.GRCh38.94 | Supplementary_files_format_and_content: FPKM of all sample sequencing data",,cell type: nucleus pulposus cells | Stage: normal
GSE167931,GSM5115824,NP-C-7,human intervetebral disc,,,,,,,,https://www.ncbi.nlm.nih.gov/sra?term=SRX10194026,"Illumina Casava1.7 software used for basecalling. | Sequenced reads were qualified using FastQC and masked for low-complexity or low-quality sequence, then mapped to Homo_sapiens.GRCh38.94 whole genome | Reads Per Kilobase of exon per Megabase of library size (RPKM) were calculated using a protocol from Feng, Jianxing et al.  Bioinformatics (Oxford, England) vol. 28,21 (2012): 2782-8. In short, exons from all isoforms of a gene were merged to create one meta-transcript. The number of reads falling in the exons of this meta-transcript were counted and normalized by the size of the meta-transcript and by the size of the library. | Genome_build: Homo_sapiens.GRCh38.94 | Supplementary_files_format_and_content: FPKM of all sample sequencing data",,cell type: nucleus pulposus cells | Stage: normal
GSE167931,GSM5115825,NP-C-8,human intervetebral disc,,,,,,,,https://www.ncbi.nlm.nih.gov/sra?term=SRX10194027,"Illumina Casava1.7 software used for basecalling. | Sequenced reads were qualified using FastQC and masked for low-complexity or low-quality sequence, then mapped to Homo_sapiens.GRCh38.94 whole genome | Reads Per Kilobase of exon per Megabase of library size (RPKM) were calculated using a protocol from Feng, Jianxing et al.  Bioinformatics (Oxford, England) vol. 28,21 (2012): 2782-8. In short, exons from all isoforms of a gene were merged to create one meta-transcript. The number of reads falling in the exons of this meta-transcript were counted and normalized by the size of the meta-transcript and by the size of the library. | Genome_build: Homo_sapiens.GRCh38.94 | Supplementary_files_format_and_content: FPKM of all sample sequencing data",,cell type: nucleus pulposus cells | Stage: normal
GSE167931,GSM5115826,NP-E-1,human intervetebral disc,,,,,,,,https://www.ncbi.nlm.nih.gov/sra?term=SRX10194028,"Illumina Casava1.7 software used for basecalling. | Sequenced reads were qualified using FastQC and masked for low-complexity or low-quality sequence, then mapped to Homo_sapiens.GRCh38.94 whole genome | Reads Per Kilobase of exon per Megabase of library size (RPKM) were calculated using a protocol from Feng, Jianxing et al.  Bioinformatics (Oxford, England) vol. 28,21 (2012): 2782-8. In short, exons from all isoforms of a gene were merged to create one meta-transcript. The number of reads falling in the exons of this meta-transcript were counted and normalized by the size of the meta-transcript and by the size of the library. | Genome_build: Homo_sapiens.GRCh38.94 | Supplementary_files_format_and_content: FPKM of all sample sequencing data",,cell type: nucleus pulposus cells | Stage: degenerated
GSE167931,GSM5115827,NP-E-2,human intervetebral disc,,,,,,,,https://www.ncbi.nlm.nih.gov/sra?term=SRX10194029,"Illumina Casava1.7 software used for basecalling. | Sequenced reads were qualified using FastQC and masked for low-complexity or low-quality sequence, then mapped to Homo_sapiens.GRCh38.94 whole genome | Reads Per Kilobase of exon per Megabase of library size (RPKM) were calculated using a protocol from Feng, Jianxing et al.  Bioinformatics (Oxford, England) vol. 28,21 (2012): 2782-8. In short, exons from all isoforms of a gene were merged to create one meta-transcript. The number of reads falling in the exons of this meta-transcript were counted and normalized by the size of the meta-transcript and by the size of the library. | Genome_build: Homo_sapiens.GRCh38.94 | Supplementary_files_format_and_content: FPKM of all sample sequencing data",,cell type: nucleus pulposus cells | Stage: degenerated
GSE167931,GSM5115828,NP-E-3,human intervetebral disc,,,,,,,,https://www.ncbi.nlm.nih.gov/sra?term=SRX10194030,"Illumina Casava1.7 software used for basecalling. | Sequenced reads were qualified using FastQC and masked for low-complexity or low-quality sequence, then mapped to Homo_sapiens.GRCh38.94 whole genome | Reads Per Kilobase of exon per Megabase of library size (RPKM) were calculated using a protocol from Feng, Jianxing et al.  Bioinformatics (Oxford, England) vol. 28,21 (2012): 2782-8. In short, exons from all isoforms of a gene were merged to create one meta-transcript. The number of reads falling in the exons of this meta-transcript were counted and normalized by the size of the meta-transcript and by the size of the library. | Genome_build: Homo_sapiens.GRCh38.94 | Supplementary_files_format_and_content: FPKM of all sample sequencing data",,cell type: nucleus pulposus cells | Stage: degenerated
GSE167931,GSM5115829,NP-E-4,human intervetebral disc,,,,,,,,https://www.ncbi.nlm.nih.gov/sra?term=SRX10194031,"Illumina Casava1.7 software used for basecalling. | Sequenced reads were qualified using FastQC and masked for low-complexity or low-quality sequence, then mapped to Homo_sapiens.GRCh38.94 whole genome | Reads Per Kilobase of exon per Megabase of library size (RPKM) were calculated using a protocol from Feng, Jianxing et al.  Bioinformatics (Oxford, England) vol. 28,21 (2012): 2782-8. In short, exons from all isoforms of a gene were merged to create one meta-transcript. The number of reads falling in the exons of this meta-transcript were counted and normalized by the size of the meta-transcript and by the size of the library. | Genome_build: Homo_sapiens.GRCh38.94 | Supplementary_files_format_and_content: FPKM of all sample sequencing data",,cell type: nucleus pulposus cells | Stage: degenerated
GSE167931,GSM5115830,NP-E-5,human intervetebral disc,,,,,,,,https://www.ncbi.nlm.nih.gov/sra?term=SRX10194032,"Illumina Casava1.7 software used for basecalling. | Sequenced reads were qualified using FastQC and masked for low-complexity or low-quality sequence, then mapped to Homo_sapiens.GRCh38.94 whole genome | Reads Per Kilobase of exon per Megabase of library size (RPKM) were calculated using a protocol from Feng, Jianxing et al.  Bioinformatics (Oxford, England) vol. 28,21 (2012): 2782-8. In short, exons from all isoforms of a gene were merged to create one meta-transcript. The number of reads falling in the exons of this meta-transcript were counted and normalized by the size of the meta-transcript and by the size of the library. | Genome_build: Homo_sapiens.GRCh38.94 | Supplementary_files_format_and_content: FPKM of all sample sequencing data",,cell type: nucleus pulposus cells | Stage: degenerated
